covered,filled,won,day,size,entry,maker_L,pnl_maker,pnl_paper
True,True,1.0,2026-06-04,2.81,0.475,0.465,0.5349999999999999,0.507045
True,True,1.0,2026-06-04,5.0,0.475,0.465,0.5349999999999999,0.507045
True,False,1.0,2026-06-04,1.21,0.545,0.535,,0.4371458
True,False,1.0,2026-06-04,4.99,0.445,0.4350000000000001,,0.5372178
True,False,1.0,2026-06-04,4.82,0.485,0.475,,0.4970162
True,False,1.0,2026-06-04,2.44,0.445,0.4050000000000001,,0.5372178
True,True,1.0,2026-06-04,3.46,0.475,0.385,0.615,0.507045
True,True,0.0,2026-06-04,4.5,0.455,0.445,-0.445,-0.4728542
True,True,0.0,2026-06-04,4.16,0.465,0.455,-0.455,-0.4829118
True,True,1.0,2026-06-04,3.33,0.495,0.475,0.525,0.4870018
True,False,1.0,2026-06-04,2.33,0.505,0.475,,0.4770018
True,True,0.0,2026-06-04,3.71,0.465,0.455,-0.455,-0.4829118
True,True,1.0,2026-06-04,3.96,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,1.0,2026-06-04,1.0,0.495,0.475,0.525,0.4870018
True,True,1.0,2026-06-04,2.0,0.515,0.505,0.495,0.4670162
True,True,0.0,2026-06-04,4.0,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-06-05,3.46,0.385,0.365,-0.365,-0.4020478
True,False,1.0,2026-06-05,4.03,0.465,0.455,,0.5170881999999999
True,True,0.0,2026-06-05,3.1,0.495,0.485,-0.485,-0.5129982
True,False,1.0,2026-06-05,5.0,0.375,0.33499999999999996,,0.608125
True,False,1.0,2026-06-05,5.0,0.415,0.40499999999999997,,0.5675201999999999
True,True,1.0,2026-06-05,2.44,0.515,0.505,0.495,0.4670162
True,True,1.0,2026-06-05,1.88,0.545,0.535,0.46499999999999997,0.4371458
True,True,0.0,2026-06-05,5.0,0.415,0.40499999999999997,-0.40499999999999997,-0.43247979999999997
True,True,1.0,2026-06-05,1.72,0.515,0.505,0.495,0.4670162
True,False,1.0,2026-06-05,5.0,0.465,0.455,,0.5170881999999999
True,False,1.0,2026-06-05,2.7,0.525,0.515,,0.457045
True,False,1.0,2026-06-05,3.24,0.405,0.395,,0.5776498
True,False,1.0,2026-06-05,2.76,0.485,0.475,,0.4970162
True,True,1.0,2026-06-05,5.0,0.445,0.435,0.565,0.5372178
True,True,1.0,2026-06-05,4.21,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,1.0,2026-06-05,1.47,0.555,0.5250000000000001,,0.4272178
True,True,1.0,2026-06-05,3.43,0.485,0.45499999999999996,0.545,0.4970162
True,True,0.0,2026-06-05,5.0,0.405,0.395,-0.395,-0.4223502
True,False,1.0,2026-06-05,5.0,0.425,0.39499999999999996,,0.5574049999999999
True,True,1.0,2026-06-05,3.41,0.485,0.415,0.585,0.4970162
True,False,1.0,2026-06-05,2.54,0.515,0.495,,0.4670162
True,True,1.0,2026-06-05,5.0,0.425,0.415,0.585,0.5574049999999999
True,True,0.0,2026-06-05,3.13,0.435,0.39499999999999996,-0.39499999999999996,-0.4526958
True,False,0.0,2026-06-05,5.0,0.445,0.3950000000000001,,-0.46278220000000003
True,False,1.0,2026-06-05,2.96,0.445,0.4250000000000001,,0.5372178
True,True,0.0,2026-06-05,2.32,0.515,0.505,-0.505,-0.5329838
True,True,1.0,2026-06-05,3.02,0.425,0.415,0.585,0.5574049999999999
True,False,1.0,2026-06-05,5.0,0.515,0.505,,0.4670162
True,True,0.0,2026-06-05,2.77,0.535,0.525,-0.525,-0.5529118000000001
True,True,1.0,2026-06-05,1.0,0.525,0.515,0.485,0.457045
True,True,1.0,2026-06-05,1.4,0.505,0.485,0.515,0.4770018
True,True,0.0,2026-06-05,5.0,0.445,0.435,-0.435,-0.46278220000000003
True,False,1.0,2026-06-05,5.0,0.455,0.4150000000000001,,0.5271457999999999
True,False,1.0,2026-06-05,3.04,0.505,0.495,,0.4770018
True,False,1.0,2026-06-05,4.11,0.505,0.495,,0.4770018
True,True,1.0,2026-06-05,3.51,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-06-05,2.92,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-06-05,5.0,0.385,0.375,0.625,0.5979522
True,False,1.0,2026-06-05,5.0,0.445,0.4150000000000001,,0.5372178
True,True,0.0,2026-06-05,2.56,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-06-05,1.4,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,0.0,2026-06-05,3.06,0.475,0.46499999999999997,-0.46499999999999997,-0.492955
True,True,1.0,2026-06-05,1.0,0.545,0.5350000000000001,0.46499999999999986,0.4371458
True,True,1.0,2026-06-05,1.09,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-05,1.93,0.485,0.475,0.525,0.4970162
True,True,1.0,2026-06-05,1.56,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,0.0,2026-06-05,1.55,0.495,0.485,,-0.5129982
True,True,1.0,2026-06-05,1.0,0.515,0.505,0.495,0.4670162
True,True,1.0,2026-06-05,1.0,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-06-05,1.0,0.505,0.495,-0.495,-0.5229982
True,True,1.0,2026-06-05,2.47,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-06-05,1.0,0.515,0.505,-0.505,-0.5329838
True,False,1.0,2026-06-05,1.19,0.525,0.515,,0.457045
True,False,1.0,2026-06-05,1.0,0.485,0.475,,0.4970162
True,False,1.0,2026-06-05,1.17,0.525,0.515,,0.457045
True,True,1.0,2026-06-05,2.13,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-06-05,1.7,0.465,0.455,,0.5170881999999999
True,False,0.0,2026-06-05,1.0,0.515,0.495,,-0.5329838
True,True,1.0,2026-06-05,1.0,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-06-05,3.1,0.495,0.465,-0.465,-0.5129982
True,True,1.0,2026-06-05,1.0,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-06-05,5.0,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,1.0,2026-06-05,1.99,0.545,0.5350000000000001,0.46499999999999986,0.4371458
True,True,1.0,2026-06-05,1.0,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-05,1.0,0.525,0.515,0.485,0.457045
True,True,0.0,2026-06-05,1.96,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-06-05,1.28,0.515,0.505,-0.505,-0.5329838
True,True,1.0,2026-06-06,5.0,0.425,0.415,0.585,0.5574049999999999
